image_identity,label,review_reason,baseline_mean,baseline_p99,baseline_max,candidate_mean,candidate_p99,candidate_max,classification_status,review_rank
test_public/bad/007_regular.png,bad,anomaly_low_score,0.06289112112448514,0.16049828529357912,0.25393933057785034,-0.04540618663444501,0.040188227221369346,0.2488589584827423,NOT_COMPUTED_NO_FROZEN_THRESHOLD,18
test_public/bad/007_underexposed.png,bad,anomaly_low_score,0.059868047461218765,0.17022085636854173,0.26112958788871765,-0.04701923434620579,0.041817899420857174,0.3858907222747803,NOT_COMPUTED_NO_FROZEN_THRESHOLD,19
test_public/bad/002_underexposed.png,bad,anomaly_low_score,0.0732550825306717,0.19002659469842917,0.3001091778278351,-0.03708616229375774,0.04387500155717128,0.16540540754795074,NOT_COMPUTED_NO_FROZEN_THRESHOLD,20
test_public/bad/005_shift_3.png,bad,anomaly_low_score,0.09538074285957165,0.3356391519308092,0.4887257516384125,-0.038586206132282905,0.04438789281994104,0.1304314136505127,NOT_COMPUTED_NO_FROZEN_THRESHOLD,21
test_public/bad/010_overexposed.png,bad,anomaly_low_score,0.08902457884722992,0.39417472779750884,0.8636600375175476,-0.03393754975878921,0.04537971001118405,0.18886415660381317,NOT_COMPUTED_NO_FROZEN_THRESHOLD,22
test_public/bad/000_regular.png,bad,anomaly_low_score,0.08368736256720233,0.17485367655754094,0.27371707558631897,-0.03362337163359781,0.046606215834617534,0.13908027112483978,NOT_COMPUTED_NO_FROZEN_THRESHOLD,23
test_public/bad/000_underexposed.png,bad,anomaly_low_score,0.08012060654262676,0.16423777788877492,0.2852049171924591,-0.03326315989636431,0.04806133266538353,0.1881164014339447,NOT_COMPUTED_NO_FROZEN_THRESHOLD,24
test_public/bad/001_underexposed.png,bad,anomaly_low_score,0.07647823552944644,0.17272550091147432,0.3507281541824341,-0.032676447489687295,0.05037539526820178,0.18723028898239136,NOT_COMPUTED_NO_FROZEN_THRESHOLD,25
test_public/bad/006_shift_1.png,bad,anomaly_low_score,0.0841658812999242,0.3468110293149949,0.6577981114387512,-0.03821234414928116,0.05084059815853792,1.3594045639038086,NOT_COMPUTED_NO_FROZEN_THRESHOLD,26
test_public/bad/001_shift_3.png,bad,anomaly_low_score,0.08875728560482798,0.2957708880305292,0.5046181678771973,-0.03689063383032634,0.053255780786275776,0.8365631103515625,NOT_COMPUTED_NO_FROZEN_THRESHOLD,27
test_public/bad/014_underexposed.png,bad,anomaly_low_score,0.06831257050703243,0.18968926295638086,0.2858121693134308,-0.04357478640712215,0.0536419441923493,0.3255438208580017,NOT_COMPUTED_NO_FROZEN_THRESHOLD,28
test_public/bad/000_overexposed.png,bad,anomaly_low_score,0.09226231912593619,0.3250749439001084,0.5983410477638245,-0.034968164645041794,0.0540036158636212,0.1720929890871048,NOT_COMPUTED_NO_FROZEN_THRESHOLD,29
test_public/bad/001_regular.png,bad,anomaly_low_score,0.08206278661702981,0.16893785819411283,0.30284589529037476,-0.02984840506508859,0.05452118050307026,0.2782852351665497,NOT_COMPUTED_NO_FROZEN_THRESHOLD,30
test_public/bad/000_shift_3.png,bad,anomaly_low_score,0.09789638952402058,0.22847446724772458,0.3793681263923645,-0.02239335557805825,0.05600169636309117,1.4125537872314453,NOT_COMPUTED_NO_FROZEN_THRESHOLD,31
test_public/bad/007_overexposed.png,bad,anomaly_low_score,0.07112591911836574,0.23471063226461425,0.517449140548706,-0.04247084586895522,0.05631741099059491,0.24521614611148834,NOT_COMPUTED_NO_FROZEN_THRESHOLD,32
test_public/bad/011_overexposed.png,bad,anomaly_low_score,0.08062503948407951,0.35887223780155186,0.8600926399230957,-0.042963117256248025,0.05682025291025626,0.26074114441871643,NOT_COMPUTED_NO_FROZEN_THRESHOLD,33
test_public/bad/009_shift_3.png,bad,anomaly_low_score,0.12047138891352205,0.519106698036194,0.6245114803314209,-0.0450493814122569,0.057129868865012895,0.5843649506568909,NOT_COMPUTED_NO_FROZEN_THRESHOLD,34
test_public/bad/007_shift_3.png,bad,anomaly_low_score,0.10319006356790439,0.3895441710948945,0.6030128002166748,-0.04171946763808081,0.057444493658840565,0.9281473755836487,NOT_COMPUTED_NO_FROZEN_THRESHOLD,35
test_public/bad/012_overexposed.png,bad,anomaly_low_score,0.07571630178588862,0.27764766812324554,0.6238985061645508,-0.038239553201783245,0.05951625164598179,0.14836308360099792,NOT_COMPUTED_NO_FROZEN_THRESHOLD,36
test_public/bad/005_shift_1.png,bad,anomaly_low_score,0.08487617248006885,0.3562802821397782,0.6531391143798828,-0.039028795812855295,0.06033219490200278,0.138612762093544,NOT_COMPUTED_NO_FROZEN_THRESHOLD,37
test_public/bad/002_regular.png,bad,anomaly_low_score,0.07572891167311013,0.19398938342928895,0.29177922010421753,-0.03606258135469226,0.06045340299606293,0.20180070400238037,NOT_COMPUTED_NO_FROZEN_THRESHOLD,38
test_public/bad/001_overexposed.png,bad,anomaly_low_score,0.09211065958605502,0.19032228887081148,0.30640512704849243,-0.02460743913241118,0.06093989312648754,0.5609506964683533,NOT_COMPUTED_NO_FROZEN_THRESHOLD,39
test_public/bad/012_shift_3.png,bad,anomaly_low_score,0.15356000340764098,0.5852291494607927,0.7562261819839478,-0.03122238356390105,0.06107426863163709,0.2512322962284088,NOT_COMPUTED_NO_FROZEN_THRESHOLD,40
test_public/bad/014_overexposed.png,bad,anomaly_low_score,0.08800497682542385,0.3095067545771601,0.8106167316436768,-0.0372409746652537,0.06123552992939844,0.29576319456100464,NOT_COMPUTED_NO_FROZEN_THRESHOLD,41
test_public/bad/000_shift_1.png,bad,anomaly_low_score,0.10667916067222194,0.37754279524087914,0.7358899712562561,-0.02131237547241872,0.062440958246588685,1.2617822885513306,NOT_COMPUTED_NO_FROZEN_THRESHOLD,42
test_public/bad/012_shift_1.png,bad,anomaly_low_score,0.11346043673222539,0.40814560353755985,0.6720255613327026,-0.03095085819231081,0.06452810652554018,0.27630043029785156,NOT_COMPUTED_NO_FROZEN_THRESHOLD,43
test_public/bad/014_regular.png,bad,anomaly_low_score,0.07590817766067914,0.20328260511159896,0.2713626027107239,-0.03971816429581852,0.06486672274768318,0.3092157542705536,NOT_COMPUTED_NO_FROZEN_THRESHOLD,44
test_public/bad/009_shift_1.png,bad,anomaly_low_score,0.09085492677648688,0.3062480285763742,0.5985088348388672,-0.043925892928268886,0.06786762662231902,0.28813573718070984,NOT_COMPUTED_NO_FROZEN_THRESHOLD,45
test_public/bad/002_shift_3.png,bad,anomaly_low_score,0.1158104062823142,0.4292739406228066,0.6445258259773254,-0.0327760693682133,0.06828392036259164,0.2066836953163147,NOT_COMPUTED_NO_FROZEN_THRESHOLD,46
test_public/bad/008_underexposed.png,bad,anomaly_low_score,0.07194962497023383,0.26267718672752394,0.5187898874282837,-0.0402579390365925,0.07653985954821105,0.19597774744033813,NOT_COMPUTED_NO_FROZEN_THRESHOLD,47
test_public/bad/008_regular.png,bad,anomaly_low_score,0.07525744835598047,0.23041124343872074,0.3276822865009308,-0.03933575321210296,0.07929738424718366,0.21122941374778748,NOT_COMPUTED_NO_FROZEN_THRESHOLD,48
test_public/bad/011_shift_3.png,bad,anomaly_low_score,0.09309973676088745,0.32903048396110546,0.5011022686958313,-0.03873091871621074,0.08024850599467749,0.23119403421878815,NOT_COMPUTED_NO_FROZEN_THRESHOLD,49
test_public/bad/010_shift_1.png,bad,anomaly_low_score,0.08034228879095195,0.3370980173349386,0.7281919717788696,-0.04079550039940171,0.08916438370943,0.19545772671699524,NOT_COMPUTED_NO_FROZEN_THRESHOLD,50
test_public/bad/007_shift_1.png,bad,anomaly_low_score,0.09302279514579226,0.36328322887420667,0.8022953867912292,-0.038645346395444626,0.0911214623600241,0.5491700768470764,NOT_COMPUTED_NO_FROZEN_THRESHOLD,51
test_public/bad/014_shift_3.png,bad,anomaly_low_score,0.09068090340714718,0.34695399403572086,0.6140340566635132,-0.03894696725242522,0.09329881966113969,0.47795793414115906,NOT_COMPUTED_NO_FROZEN_THRESHOLD,52
test_public/bad/001_shift_1.png,bad,anomaly_low_score,0.08191050363056007,0.34826481789350544,0.6601135730743408,-0.0405384925558388,0.09415102675557091,0.4469625949859619,NOT_COMPUTED_NO_FROZEN_THRESHOLD,53
test_public/bad/008_overexposed.png,bad,anomaly_low_score,0.08266479573099517,0.2856337666511538,0.5098153948783875,-0.03863962563826981,0.09426993355154986,0.20541122555732727,NOT_COMPUTED_NO_FROZEN_THRESHOLD,54
test_public/bad/002_shift_1.png,bad,anomaly_low_score,0.10057902135531549,0.44519077539443974,0.881183385848999,-0.02986346981462105,0.0996083423495292,0.23765507340431213,NOT_COMPUTED_NO_FROZEN_THRESHOLD,55
test_public/bad/011_shift_1.png,bad,anomaly_low_score,0.09173759616600563,0.4430183738470079,0.7761600613594055,-0.03826722252412263,0.10191370621323581,0.24952974915504456,NOT_COMPUTED_NO_FROZEN_THRESHOLD,56
test_public/bad/002_overexposed.png,bad,anomaly_low_score,0.08729509737038654,0.3683103367686276,0.9736589789390564,-0.03374412903771285,0.11317078322172006,0.26193881034851074,NOT_COMPUTED_NO_FROZEN_THRESHOLD,57
test_public/bad/014_shift_1.png,bad,anomaly_low_score,0.09403179932135686,0.5938942611217504,1.1959296464920044,-0.037569987473754014,0.1150240231305359,0.4506235122680664,NOT_COMPUTED_NO_FROZEN_THRESHOLD,58
test_public/bad/009_shift_2.png,bad,anomaly_low_score,0.09993031623821125,0.6071574121713641,1.1214386224746704,-0.038610173984397665,0.12116614095866594,0.32402509450912476,NOT_COMPUTED_NO_FROZEN_THRESHOLD,59
test_public/bad/008_shift_3.png,bad,anomaly_low_score,0.08909250943577263,0.4807207047939301,0.8389620780944824,-0.038886531722090376,0.12550834491848945,0.24245989322662354,NOT_COMPUTED_NO_FROZEN_THRESHOLD,60
test_public/bad/013_shift_3.png,bad,anomaly_low_score,0.10901572492094758,0.8895274847745903,1.4177744388580322,-0.03226288531851853,0.12762061357498033,0.25269579887390137,NOT_COMPUTED_NO_FROZEN_THRESHOLD,61
test_public/bad/012_shift_2.png,bad,anomaly_low_score,0.11406947363540354,0.7027285695075993,1.210707426071167,-0.027388109242516973,0.1377055466175079,0.32309648394584656,NOT_COMPUTED_NO_FROZEN_THRESHOLD,62
test_public/bad/013_underexposed.png,bad,anomaly_low_score,0.08977817681864764,0.6890661984682087,1.3084197044372559,-0.033382703727883545,0.1396524876356123,0.27395159006118774,NOT_COMPUTED_NO_FROZEN_THRESHOLD,63
test_public/bad/005_shift_2.png,bad,anomaly_low_score,0.0983945047363406,0.698643916845322,1.222216010093689,-0.036254885065630856,0.14384341761469802,0.36455219984054565,NOT_COMPUTED_NO_FROZEN_THRESHOLD,64
test_public/bad/001_shift_2.png,bad,anomaly_low_score,0.09109868649934327,0.5885579794645313,1.1031583547592163,-0.038196922828395215,0.15268264040350896,0.28156715631484985,NOT_COMPUTED_NO_FROZEN_THRESHOLD,65
test_public/bad/006_shift_2.png,bad,anomaly_low_score,0.11011068300922489,0.7466062128543856,1.1656132936477661,-0.02899687632821932,0.16472318172454814,0.9942024350166321,NOT_COMPUTED_NO_FROZEN_THRESHOLD,66
test_public/bad/004_shift_3.png,bad,anomaly_low_score,0.15387637935137377,1.6922595262527467,2.25705623626709,-0.025075696214852335,0.16928688436746592,0.24190640449523926,NOT_COMPUTED_NO_FROZEN_THRESHOLD,67
test_public/bad/008_shift_1.png,bad,anomaly_low_score,0.09056026387078475,0.6165651708841327,1.0761394500732422,-0.03747694992860325,0.17286351397633543,0.3137369155883789,NOT_COMPUTED_NO_FROZEN_THRESHOLD,68
test_public/bad/004_underexposed.png,bad,anomaly_low_score,0.11394283786851034,1.283288311958314,2.4600331783294678,-0.030912928359843078,0.17396782934665633,0.3469240069389343,NOT_COMPUTED_NO_FROZEN_THRESHOLD,69
test_public/bad/003_overexposed.png,bad,anomaly_low_score,0.08640914395159172,0.32374987900257124,0.43818557262420654,-0.027165776723527674,0.17467468678951178,0.4222077429294586,NOT_COMPUTED_NO_FROZEN_THRESHOLD,70
test_public/bad/013_regular.png,bad,anomaly_low_score,0.09628508602651209,0.5879636973142636,1.0447773933410645,-0.025330810058306917,0.17727208957076068,0.9621080160140991,NOT_COMPUTED_NO_FROZEN_THRESHOLD,71
test_public/bad/013_shift_1.png,bad,anomaly_low_score,0.10460104863651765,0.7947114944458008,1.24066960811615,-0.02872936449189231,0.17736196815967503,0.2662084102630615,NOT_COMPUTED_NO_FROZEN_THRESHOLD,72
test_public/bad/002_shift_2.png,bad,anomaly_low_score,0.11143662785755026,0.7709055989980701,1.2922487258911133,-0.025417921828968116,0.18031298369169213,0.3565916121006012,NOT_COMPUTED_NO_FROZEN_THRESHOLD,73
test_public/bad/010_shift_2.png,bad,anomaly_low_score,0.09357948837421759,0.6368293255567553,1.207869529724121,-0.03840035310579506,0.1928581923246382,0.37225398421287537,NOT_COMPUTED_NO_FROZEN_THRESHOLD,74
test_public/bad/011_shift_2.png,bad,anomaly_low_score,0.1161353773026974,0.8275005429983141,1.3755691051483154,-0.033120419051915845,0.19377061352133745,0.36898788809776306,NOT_COMPUTED_NO_FROZEN_THRESHOLD,75
test_public/bad/000_shift_2.png,bad,anomaly_low_score,0.1377893849295191,0.9079487204551703,1.4036834239959717,-0.015719609815247417,0.1965883947908878,1.0947871208190918,NOT_COMPUTED_NO_FROZEN_THRESHOLD,76
test_public/bad/007_shift_2.png,bad,anomaly_low_score,0.10968539987604231,0.7307431459426883,1.4932612180709839,-0.032468443265306096,0.20281752943992598,0.4794066250324249,NOT_COMPUTED_NO_FROZEN_THRESHOLD,77
test_public/bad/003_underexposed.png,bad,anomaly_low_score,0.07610876260892141,0.382636694610119,0.5159205198287964,-0.03264542501761487,0.204599236696958,0.475932776927948,NOT_COMPUTED_NO_FROZEN_THRESHOLD,78
test_public/bad/004_shift_1.png,bad,anomaly_low_score,0.15278332218745305,1.7339674770832068,2.1461145877838135,-0.023079067348314445,0.20858094319701173,0.33809560537338257,NOT_COMPUTED_NO_FROZEN_THRESHOLD,79
test_public/bad/013_shift_2.png,bad,anomaly_low_score,0.11936618175567304,0.8978446900844588,1.3685722351074219,-0.021218007802981394,0.20865554213523854,0.29353591799736023,NOT_COMPUTED_NO_FROZEN_THRESHOLD,80
test_public/bad/008_shift_2.png,bad,anomaly_low_score,0.10307967506949467,0.8426430851221086,1.2789559364318848,-0.03605274351175646,0.22288195267319635,0.385929137468338,NOT_COMPUTED_NO_FROZEN_THRESHOLD,81
test_public/bad/013_overexposed.png,bad,anomaly_low_score,0.11205755694485475,0.6002296447753913,0.9315074682235718,-0.01377691369660877,0.23134987577795954,1.1587910652160645,NOT_COMPUTED_NO_FROZEN_THRESHOLD,82
test_public/bad/003_regular.png,bad,anomaly_low_score,0.08023124427611705,0.35358792245388054,0.5573875904083252,-0.028646853917838052,0.23575149253010744,0.5601069331169128,NOT_COMPUTED_NO_FROZEN_THRESHOLD,83
test_public/bad/014_shift_2.png,bad,anomaly_low_score,0.11934187031804555,1.1048763751983646,1.473199725151062,-0.03331059491488452,0.24026903659105242,0.4455306828022003,NOT_COMPUTED_NO_FROZEN_THRESHOLD,84
test_public/bad/004_overexposed.png,bad,anomaly_low_score,0.14500751603959472,1.7073098123073585,2.4369020462036133,-0.026187942984569054,0.2450905427336692,0.3259662687778473,NOT_COMPUTED_NO_FROZEN_THRESHOLD,85
test_public/bad/004_regular.png,bad,anomaly_low_score,0.1327421651211509,1.6638481974601753,2.580064058303833,-0.02831557873965172,0.2479674853384492,0.369659423828125,NOT_COMPUTED_NO_FROZEN_THRESHOLD,86
test_public/bad/003_shift_3.png,bad,anomaly_low_score,0.11622410604235967,0.5953815311193467,0.8479048609733582,-0.029032062894199916,0.2862796276807785,0.5185754895210266,NOT_COMPUTED_NO_FROZEN_THRESHOLD,87
test_public/bad/004_shift_2.png,bad,anomaly_low_score,0.16791587634747174,1.8690816938877122,2.1916286945343018,-0.019294483846515324,0.30153243541717456,0.4271019995212555,NOT_COMPUTED_NO_FROZEN_THRESHOLD,88
test_public/bad/003_shift_2.png,bad,anomaly_low_score,0.1222589948874031,0.9680160641670238,1.4562859535217285,-0.016730938233225284,0.3078570827841755,0.7180277705192566,NOT_COMPUTED_NO_FROZEN_THRESHOLD,89
test_public/bad/003_shift_1.png,bad,anomaly_low_score,0.11037609622228928,0.7215620040893558,1.1847610473632812,-0.021847288716618427,0.34399691522121423,0.8805138468742371,NOT_COMPUTED_NO_FROZEN_THRESHOLD,90
test_public/good/001_shift_2.png,good,normal_high_score,0.10682352085239444,0.6678644716739659,1.3941348791122437,-0.02896758465643849,0.18315011262893643,0.3898884952068329,NOT_COMPUTED_NO_FROZEN_THRESHOLD,1
test_public/good/003_shift_2.png,good,normal_high_score,0.11560507321977553,0.7103605806827548,1.174670696258545,-0.021250425723340946,0.18068529069423597,0.3486700654029846,NOT_COMPUTED_NO_FROZEN_THRESHOLD,2
test_public/good/000_shift_2.png,good,normal_high_score,0.10062294031357055,0.6156321018934258,1.0721540451049805,-0.034539857144891814,0.14147290289402006,0.27720779180526733,NOT_COMPUTED_NO_FROZEN_THRESHOLD,3
test_public/good/001_shift_1.png,good,normal_high_score,0.08847234366950119,0.37184904217720033,0.6981502175331116,-0.03246893900471568,0.10472726896405213,0.2199469804763794,NOT_COMPUTED_NO_FROZEN_THRESHOLD,4
test_public/good/002_shift_2.png,good,normal_high_score,0.09807588944255485,0.5479969531297686,1.0336050987243652,-0.03134152054483511,0.10180928409099503,0.29462119936943054,NOT_COMPUTED_NO_FROZEN_THRESHOLD,5
test_public/good/003_shift_1.png,good,normal_high_score,0.10759124215265814,0.4209689095616342,0.6270662546157837,-0.024818462788000692,0.10041534379124623,0.20152848958969116,NOT_COMPUTED_NO_FROZEN_THRESHOLD,6
test_public/good/003_shift_3.png,good,normal_high_score,0.12672103112707234,0.45110512226820004,0.7033653259277344,-0.02601152344496747,0.09349061958491794,0.21282950043678284,NOT_COMPUTED_NO_FROZEN_THRESHOLD,7
test_public/good/001_shift_3.png,good,normal_high_score,0.08073145742103449,0.25696638673543937,0.3885183334350586,-0.0364179196685522,0.0715653095394373,0.18481114506721497,NOT_COMPUTED_NO_FROZEN_THRESHOLD,8
test_public/good/002_overexposed.png,good,normal_high_score,0.07289329696941138,0.34378294050693514,0.6800203323364258,-0.04185132787433927,0.06667632237076757,1.1015208959579468,NOT_COMPUTED_NO_FROZEN_THRESHOLD,9
test_public/good/003_underexposed.png,good,normal_high_score,0.07574635154895404,0.21199191212654117,0.2700921893119812,-0.03697974573250835,0.058352181687951046,0.12390024960041046,NOT_COMPUTED_NO_FROZEN_THRESHOLD,10
test_public/good/000_shift_1.png,good,normal_high_score,0.0870926200080433,0.30550449788570405,0.5093802809715271,-0.03757117716345567,0.056946482695639074,0.15650460124015808,NOT_COMPUTED_NO_FROZEN_THRESHOLD,11
test_public/good/002_shift_1.png,good,normal_high_score,0.09672074753265036,0.3275554373860368,0.6393448710441589,-0.036282601613984486,0.049405514635145586,0.13967351615428925,NOT_COMPUTED_NO_FROZEN_THRESHOLD,12
test_public/good/002_regular.png,good,normal_high_score,0.05769034436148601,0.17824800908565525,0.25597938895225525,-0.04885832427899212,0.04590563029050759,1.4832333326339722,NOT_COMPUTED_NO_FROZEN_THRESHOLD,13
test_public/good/000_shift_3.png,good,normal_high_score,0.09514798035192129,0.3534411534667016,0.6119985580444336,-0.03811997319443988,0.0447502730414271,0.1262146681547165,NOT_COMPUTED_NO_FROZEN_THRESHOLD,14
test_public/good/000_regular.png,good,normal_high_score,0.0727965584981689,0.17326997444033626,0.24048864841461182,-0.038765320937328956,0.04447392802685485,0.12397801876068115,NOT_COMPUTED_NO_FROZEN_THRESHOLD,15
test_public/good/001_overexposed.png,good,normal_high_score,0.08424341221030573,0.3428252056241036,0.7745529413223267,-0.042218062821469345,0.0413532128557561,0.23619890213012695,NOT_COMPUTED_NO_FROZEN_THRESHOLD,16
test_public/good/000_overexposed.png,good,normal_high_score,0.07989111361545653,0.22982422560453428,0.5168809294700623,-0.039263993188337856,0.03813783805817344,0.1109769269824028,NOT_COMPUTED_NO_FROZEN_THRESHOLD,17
test_public/good/002_shift_3.png,good,normal_high_score,0.13793991074552991,0.5755003452301027,0.7058393955230713,-0.03730448966454235,0.0374458016827701,0.14138761162757874,NOT_COMPUTED_NO_FROZEN_THRESHOLD,18
test_public/good/003_overexposed.png,good,normal_high_score,0.07983837152348094,0.19293633103370736,0.4608246982097626,-0.037141547989579596,0.03270891066640603,0.11861930042505264,NOT_COMPUTED_NO_FROZEN_THRESHOLD,19
test_public/good/003_regular.png,good,normal_high_score,0.07417048216466249,0.16128707975149156,0.2150663137435913,-0.038480201935178045,0.030816979333758324,0.10350298881530762,NOT_COMPUTED_NO_FROZEN_THRESHOLD,20
test_public/good/001_underexposed.png,good,normal_high_score,0.0690804745504785,0.1487531363964081,0.24451307952404022,-0.04157646297477774,0.029037312977015818,0.11712242662906647,NOT_COMPUTED_NO_FROZEN_THRESHOLD,21
test_public/good/001_regular.png,good,normal_high_score,0.0735193632381197,0.16520606353878978,0.41900908946990967,-0.04242800251301755,0.028674728889018123,0.12352558225393295,NOT_COMPUTED_NO_FROZEN_THRESHOLD,22
test_public/good/000_underexposed.png,good,normal_high_score,0.06639893711170686,0.15244511738419536,0.1870313584804535,-0.04195590962029224,0.026377211418002842,0.11871269345283508,NOT_COMPUTED_NO_FROZEN_THRESHOLD,23
test_public/good/002_underexposed.png,good,normal_high_score,0.054189455759637184,0.1566591396927834,0.2569815516471863,-0.05126937045296009,0.015971531532704752,0.14033153653144836,NOT_COMPUTED_NO_FROZEN_THRESHOLD,24
